time,date,group,obs,action,actor1,actor2,actor3,recipient1,recipient2,recipient3,context,response,agg_supp,intromission,pe,ejaculation,thrust_number,prox_10m_af,prox_10m_ef,prox_10m_all
7:48:45,3/21/2023,1,CC,M,M188,,,FUN,,,R,NA,No Value,NA,PE,NoEjac,7,16,3,22
7:53:09,3/21/2023,1,CC,M,M188,,,FUN,,,R,NA,No Value,NA,NoPE,NoEjac,16,16,3,22
7:53:33,3/21/2023,1,CC,M,M188,,,FUN,,,R,NA,No Value,NA,PE,Ejac,8,16,3,22
7:56:19,3/21/2023,1,CC,M,M097,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,5,9,2,14
7:57:22,3/21/2023,1,CC,M,M097,,,FUN,,,R,NA,No Value,NA,PE,NoEjac,4,9,2,14
7:57:32,3/21/2023,1,CC,M,M097,,,FUN,,,R,NA,No Value,NA,PE,NoEjac,4,9,2,14
7:57:57,3/21/2023,1,CC,M,M097,,,FUN,,,R,NA,No Value,NA,PE,Ejac,8,9,2,14
7:59:03,3/21/2023,2,AK,Ag,M187,M063,,M155,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:10:58,3/21/2023,2,AK,Ag,FUN,M001,,M163,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:21:17,3/21/2023,1,CC,Ag,M161,M090,,M013,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:32:40,3/21/2023,1,CC,M,M202,,,FUN,,,NA,IgnoreRejection,No Value,NA,NA,NA,No Value,No Value,No Value,No Value
8:34:34,3/21/2023,1,CC,M,M011,,,FUN,,,R,NA,No Value,NA,PE,NA,6,2,0,6
8:39:56,3/21/2023,1,CC,Ag,M066,FUN,FUN,M162,M143,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:43:07,3/21/2023,2,AK,Ag,M227,,,M035,M077,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:45:14,3/21/2023,1,CC,M,M066,,,FUN,,,R,NA,No Value,NA,NA,NA,4,1,0,1
8:45:54,3/21/2023,1,CC,M,M066,,,FUN,,,R,NA,No Value,NA,NA,NA,4,1,0,1
8:46:53,3/21/2023,1,CC,M,M013,,,M014,,,Ag,NA,No Value,NA,NA,NA,3,3,0,5
8:47:34,3/21/2023,1,CC,Ag,M141,M221,,M162,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:56:20,3/21/2023,2,AK,Ag,M200,,,JVUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:05:56,3/21/2023,1,CC,M,M141,,,FUN,,,NA,IgnoreRejection,No Value,NA,NA,NA,No Value,No Value,No Value,No Value
9:09:01,3/21/2023,1,CC,Ag,M143,M074,,M105,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:19:01,3/21/2023,1,CC,Ag,M075,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:23:17,3/21/2023,1,CC,M,M154,,,FUN,,,R,NA,No Value,NA,NA,NA,15,5,0,13
9:24:50,3/21/2023,1,CC,M,M154,,,FUN,,,R,NA,No Value,NA,PE,Ejac,7,5,0,13
9:30:10,3/21/2023,2,AK,Ag,M041,M010,,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:49:19,3/21/2023,2,AK,Ag,M206,MUN,,M125,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:05:03,3/21/2023,1,CC,Ag,M027,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:07:09,3/21/2023,1,CC,Ag,M027,,,M064,M049,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:28:19,3/21/2023,2,AK,Ag,M180,FUN,,M138,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:43:30,3/21/2023,1,CC,Ag,M059,M140,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:46:04,3/21/2023,2,AK,M,M227,,,M246,,,Gr,NA,No Value,NoIntro,NoPE,NoEjac,2,1,1,5
11:27:12,3/21/2023,2,AK,M,M225,,,M262,,,CoAg,NA,No Value,Intro,PE,NoEjac,7,0,0,1
11:29:02,3/21/2023,2,AK,M,M225,,,M262,,,CoAg,NA,No Value,NoIntro,PE,NoEjac,6,0,0,1
12:10:46,3/21/2023,2,AK,M,M001,,,FUN,,,CoAg,NA,No Value,NoIntro,PE,NoEjac,2,0,0,1
12:26:14,3/21/2023,2,AK,M,M009,,,FUN,,,R,NA,No Value,NA,NA,NA,2,0,0,2
12:28:28,3/21/2023,2,AK,M,M009,,,FUN,,,R,NA,No Value,NA,NA,NA,3,0,0,2
12:50:21,3/21/2023,1,CC,M,M105,,,M026,,,Co-Ag,NA,No Value,NA,NA,NA,4,2,0,5
13:30:55,3/21/2023,1,CC,Ag,M059,M090,,M101,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:32:40,3/21/2023,1,CC,Ag,M076,,,JVUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:33:41,3/21/2023,1,CC,Ag,M161,,,FUN,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:34:32,3/21/2023,1,CC,Ag,M198,,,FUN,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:36:44,3/21/2023,1,CC,M,M022,,,FUN,,,R,NA,No Value,NA,NA,NA,3,11,3,18
13:42:55,3/21/2023,2,AK,M,M228,,,M225,,,T,NA,No Value,NoIntro,NoPE,NoEjac,3,0,0,3
13:55:50,3/21/2023,2,AK,Ag,M044,M009,,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:59:25,3/21/2023,1,CC,Ag,M011,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
14:01:18,3/21/2023,1,CC,Ag,M013,,,M011,M026,M116,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:06:19,3/22/2023,1,CC,Ag,M030,M074,M013,M156,M049,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:12:28,3/22/2023,1,CC,M,M143,,,FUN,,,R,NA,No Value,NA,PE,NoEjac,4,7,1,11
8:18:44,3/22/2023,1,CC,Ag,M066,,,M011,M147,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:34:01,3/22/2023,1,CC,M,M093,,,M022,,,R,NA,No Value,NA,NA,NA,NA,NA,NA,NA
8:34:39,3/22/2023,1,CC,Ag,M014,M161,M121,M116,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:36:26,3/22/2023,1,CC,Ag,M092,,,M116,M026,M099,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:37:36,3/22/2023,1,CC,Ag,M100,M064,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:51:17,3/22/2023,1,CC,Ag,M140,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:55:32,3/22/2023,1,CC,Ag,M082,,,M154,M093,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:58:29,3/22/2023,1,CC,Ag,M064,M013,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:58:53,3/22/2023,1,CC,Ag,M064,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:59:56,3/22/2023,1,CC,M,M116,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,7,8,1,12
9:00:28,3/22/2023,1,CC,Ag,M011,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:04:38,3/22/2023,1,CC,M,M146,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,6,16,3,25
9:06:30,3/22/2023,1,CC,M,M002,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,4,12,2,23
9:07:17,3/22/2023,1,CC,Ag,M002,M097,,JVUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:08:15,3/22/2023,1,CC,Ag,M027,,,M205,M074,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:15:34,3/22/2023,1,CC,Ag,M022,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:16:47,3/22/2023,1,CC,Ag,M224,M049,,M202,M088,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:22:36,3/22/2023,1,CC,Ag,M049,M157,,FUN,,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:25:15,3/22/2023,1,CC,M,M014,,,FUN,,,NA,IgnoreRejection,No Value,NA,NA,NA,No Value,No Value,No Value,No Value
9:41:33,3/22/2023,1,CC,M,M141,,,FUN,,,Gr,NA,No Value,Intro,PE,NA,18,2,0,4
9:48:31,3/22/2023,1,CC,Ag,M066,,,M105,M205,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:49:22,3/22/2023,1,CC,Ag,M066,M100,M146,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:29:31,3/22/2023,1,CC,M,M034,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,15,3,0,4
10:29:56,3/22/2023,1,CC,M,M078,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,5,8,3,12
10:30:28,3/22/2023,1,CC,M,M078,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,5,8,3,12
10:30:44,3/22/2023,1,CC,M,M078,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,3,8,3,12
10:31:11,3/22/2023,1,CC,M,M078,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,7,8,3,12
10:33:15,3/22/2023,1,CC,M,M078,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,7,8,3,12
10:34:00,3/22/2023,1,CC,Ag,M034,M102,,M026,M143,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:45:02,3/22/2023,1,CC,Ag,FUN,FUN,FUN,M205,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:46:06,3/22/2023,1,CC,M,M161,,,FUN,,,NA,IgnoreRejection,No Value,NA,NA,NA,No Value,No Value,No Value,No Value
11:11:56,3/22/2023,1,CC,Ag,M185,M049,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:21:33,3/22/2023,1,CC,M,M205,,,FUN,,,R,NA,No Value,NoIntro,NoPE,NoEjac,4,8,0,10
11:46:07,3/22/2023,1,CC,Ag,M224,M087 (F),,M097,M205,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:37:37,3/22/2023,1,CC,M,M014,,,M209,,,R,NA,No Value,NoIntro,PE,NoEjac,8,4,0,5
12:38:18,3/22/2023,1,CC,M,M209,,,M014,,,R,NA,No Value,NoIntro,2PE,NoEjac,4,4,0,5
12:51:33,3/22/2023,1,CC,M,M133,,,FUN,,,R,NA,No Value,NA,NA,NA,3,2,0,2
12:52:35,3/22/2023,1,CC,M,M133,,,FUN,,,R,NA,No Value,NA,NA,NA,3,2,0,2
12:52:48,3/22/2023,1,CC,M,M133,,,FUN,,,R,NA,No Value,NA,NA,NA,7,2,0,2
12:52:59,3/22/2023,1,CC,M,M133,,,FUN,,,R,NA,No Value,NA,NA,Ejac,3,2,0,2
13:15:43,3/22/2023,1,CC,Ag,M162,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:16:34,3/22/2023,1,CC,M,M202,,,FUN,,,R,NA,No Value,NoIntro,PE,Ejac,3,8,1,13
13:17:23,3/22/2023,1,CC,Ag,M011,FUN,FUN,M011,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:26:09,3/22/2023,1,CC,M,M013,,,FUN,,,Gr,NA,No Value,Intro,PE,NoEjac,8,3,0,5
8:25:11,3/22/2023,2,AK,Ag,M053,M007,FUN,M163,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:38:52,3/22/2023,2,AK,Ag,M212,M020,,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:59:42,3/22/2023,2,AK,Ag,M103,,,JVUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:05:24,3/22/2023,2,AK,Ag,M206,M219,,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:10:38,3/22/2023,2,AK,Ag,M103,,,FUN,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:17:40,3/22/2023,2,AK,Ag,M001,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:24:18,3/22/2023,2,AK,M,M041,,,M245,,,CoAg,NA,No Value,NA,NA,NA,4,1,0,6
9:26:20,3/22/2023,2,AK,Ag,M200,,,M245,M041,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:28:31,3/22/2023,2,AK,Ag,M053,FUN,,M163,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:16:44,3/22/2023,2,AK,Ag,M138,,,M170,M206,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:20:09,3/22/2023,2,AK,Ag,M062,M053,,M200,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
12:03:55,3/22/2023,2,AK,M,M041,,,FUN,,,Gr,NA,No Value,Intro,PE,NoEjac,4,2,1,3
12:07:01,3/22/2023,2,AK,M,M041,,,FUN,,,Gr,NA,No Value,NA,PE,NA,3,2,1,3
12:07:49,3/22/2023,2,AK,M,M041,,,FUN,,,Gr,NA,No Value,NA,PE,NA,NA,NA,NA,NA
12:16:31,3/22/2023,2,AK,Ag,M177,M058,,M036,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:00:40,3/22/2023,2,AK,M,M094,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,6,0,0,0
13:02:11,3/22/2023,2,AK,M,M094,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,3,0,0,0
13:02:46,3/22/2023,2,AK,M,M094,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,1,0,0,0
13:03:26,3/22/2023,2,AK,M,M094,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,21,0,0,0
7:45:37,3/23/2023,1,CC,Ag,M162,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
7:57:26,3/23/2023,2,AK,Ag,MUN,M132,,M062,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:00:03,3/23/2023,1,CC,M,M059,,,FUN,,,R,NA,No Value,NA,NA,NA,2,19,5,27
8:00:46,3/23/2023,1,CC,Ag,M116,M173,,M059,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:07:24,3/23/2023,1,CC,Ag,M066,M013,,M083,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:08:04,3/23/2023,1,CC,Ag,M011,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:17:31,3/23/2023,1,CC,Ag,M066,,,M143,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:25:04,3/23/2023,1,CC,M,M076,,,M059,,,R,NA,No Value,NA,2PE,NoEjac,6,2,0,4
8:25:44,3/23/2023,1,CC,Ag,M059,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:33:29,3/23/2023,2,AK,M,M103,,,FUN,,,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value
8:38:51,3/23/2023,1,CC,M,M161,,,M093,,,R,NA,No Value,NoIntro,PE,NoEjac,4,6,1,9
8:44:30,3/23/2023,1,CC,Ag,M101,M013,,M011,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:49:12,3/23/2023,2,AK,Ag,FUN,FUN,FUN,M044,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:49:23,3/23/2023,1,CC,M,M078,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,6,6,1,8
8:49:59,3/23/2023,1,CC,M,M078,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,8,6,1,8
8:50:09,3/23/2023,2,AK,M,M212,,,M228,,,NA,NA,No Value,NoIntro,NoPE,NoEjac,4,0,0,4
8:50:20,3/23/2023,1,CC,Ag,M066,,,M013,M185,M075,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:53:47,3/23/2023,1,CC,Ag,M027,,,M145,M156,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:56:36,3/23/2023,1,CC,M,M022,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,7,5,0,8
8:57:04,3/23/2023,1,CC,M,M022,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,12,5,0,8
8:58:29,3/23/2023,1,CC,Ag,M161,M030,M143,M133,M013,M146,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:21:24,3/23/2023,1,CC,Ag,M161,,,M026,M209,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:05:05,3/23/2023,1,CC,Ag,M027,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:28:21,3/23/2023,1,CC,Ag,M101,,,M076,M194,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:47:30,3/23/2023,2,AK,M,M067,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,5,2,1,7
10:48:31,3/23/2023,2,AK,M,M067,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,3,1,1,6
10:50:16,3/23/2023,2,AK,M,M067,,,FUN,,,R,NA,No Value,Intro,PE,NA,6,1,1,4
10:56:03,3/23/2023,2,AK,M,M067,,,FUN,,,R,NA,No Value,Intro,PE,NA,3,0,0,0
10:57:40,3/23/2023,2,AK,Ag,M020,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:02:52,3/23/2023,2,AK,Ag,M206,M210,,M146,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:45:53,3/23/2023,2,AK,M,M035,,,M267,,,Gr,NA,No Value,NoIntro,PE,NoEjac,3,4,0,6
12:07:38,3/23/2023,2,AK,M,M180,,,FUN,,,Gr,NA,No Value,Intro,PE,Ejac,14,5,2,5
12:16:22,3/23/2023,2,AK,M,M114,,,FUN,,,CoAg,NA,No Value,Intro,PE,Ejac,5,0,0,4
12:18:00,3/23/2023,2,AK,M,M114,,,FUN,,,NA,NA,No Value,Intro,PE,NoEjac,5,0,0,5
12:18:50,3/23/2023,2,AK,M,M114,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,4,0,0,3
7:56:27,3/24/2023,2,AK,Ag,M126,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:47:15,3/24/2023,2,AK,Ag,M020,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:13:55,3/24/2023,2,AK,Ag,M245,FUN,,M138,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:19:53,3/24/2023,2,AK,M,M245,,,FUN,,,CoAg,NA,No Value,NoIntro,NoPE,NoEjac,5,7,3,14
9:24:48,3/24/2023,2,AK,M,M114,,,FUN,,,CoAg,NA,No Value,Intro,PE,Ejac,6,0,0,3
9:38:57,3/24/2023,2,AK,Ag,FUN,FUN,,M044,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:07:58,3/24/2023,2,AK,Ag,M094,M063,,M245,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:46:33,3/24/2023,2,AK,Ag,M170,M210,M206,M007,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
12:09:07,3/24/2023,2,AK,M,M062,,,FUN,,,Gr,NA,No Value,Intro,PE,NoEjac,NA,NA,NA,NA
12:11:00,3/24/2023,2,AK,M,M062,,,FUN,,,Gr,NA,No Value,Intro,PE,NoEjac,2,1,0,1
12:12:02,3/24/2023,2,AK,M,M062,,,FUN,,,Gr,NA,No Value,Intro,PE,Ejac,5,1,0,1
12:12:56,3/24/2023,2,AK,M,M062,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,4,1,0,2
12:14:03,3/24/2023,2,AK,M,M062,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,14,1,1,3
12:18:51,3/24/2023,2,AK,Ag,M010,,,M225,M228,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:46:03,3/24/2023,2,AK,M,M132,,,FUN,,,CoAg,NA,No Value,Intro,PE,NoEjac,0,0,0,0
12:47:37,3/24/2023,2,AK,M,M132,,,FUN,,,Gr,NA,No Value,Intro,PE,NoEjac,4,0,0,0
12:49:03,3/24/2023,2,AK,M,M132,,,FUN,,,Gr,NA,No Value,Intro,PE,Ejac,5,1,1,1
13:03:24,3/24/2023,2,AK,M,M058,,,FUN,,,R,NA,No Value,Intro,PE,NoEjac,5,6,4,7
13:04:36,3/24/2023,2,AK,M,M058,,,FUN,,,R,NA,No Value,NoIntro,NoPE,NoEjac,4,6,4,7
13:54:32,3/24/2023,2,AK,Ag,M053,FUN,FUN,M163,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
14:02:20,3/24/2023,2,AK,M,M058,,,FUN,,,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value
7:44:19,3/26/2023,2,AK,Ag,M103,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:01:50,3/26/2023,1,CC,Ag,M037,,,M252,M169,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:03:00,3/26/2023,1,CC,Ag,M161,M037,M027,M026,M042,M076,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:04:48,3/26/2023,1,CC,M,M037,,,M252,,,Ag,NA,No Value,NoIntro,NoPE,NoEjac,3,6,0,8
8:05:47,3/26/2023,1,CC,Ag,M037,,,M252,M093,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:09:11,3/26/2023,1,CC,M,M027,,,FUN,,,Ag,NA,No Value,NoIntro,NoPE,NoEjac,4,3,0,4
8:12:46,3/26/2023,2,AK,M,M077,,,M261,,,NA,NA,No Value,NA,NA,NA,NA,NA,NA,NA
8:16:46,3/26/2023,2,AK,M,M077,,,M261,,,R,NA,No Value,NoIntro,PE,NoEjac,4,0,0,0
8:16:51,3/26/2023,2,AK,Ag,M077,JVUN,,M155,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:19:08,3/26/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NA,NA,NA,2,1,0,2
8:20:51,3/26/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NoIntro,NoPE,NoEjac,1,0,0,1
8:22:30,3/26/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NA,NoPE,NA,6,0,0,1
8:25:44,3/26/2023,1,CC,Ag,M049,,,M027,M093,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:25:49,3/26/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NoIntro,RPE,NoEjac,1,0,0,2
8:26:16,3/26/2023,1,CC,Ag,M161,M027,,M049,M080,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:26:21,3/26/2023,2,AK,M,M043,,,M166,,,Gr,NA,No Value,NoIntro,PE,NoEjac,8,0,0,3
8:26:59,3/26/2023,1,CC,Ag,M013,M147,,M034,,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:49:13,3/26/2023,2,AK,M,M041,,,FUN,,,R,NA,No Value,NA,PE,NA,2,11,NA,19
8:53:36,3/26/2023,2,AK,Ag,M062,M007,,M155,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:58:00,3/26/2023,1,CC,Ag,M013,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:06:12,3/26/2023,2,AK,Ag,M007,M211,,MUN,,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:26:59,3/26/2023,1,CC,M,M034,,,FUN,,,Gr,NA,No Value,Intro,PE,NoEjac,5,7,0,8
9:27:54,3/26/2023,1,CC,M,M034,,,FUN,,,Gr,NA,No Value,Intro,PE,Ejac,12,7,0,9
9:35:33,3/26/2023,1,CC,Ag,M027,M037,,JVUN,JVUN,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:41:42,3/26/2023,2,AK,Ag,M103,M211,,M210,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:46:35,3/26/2023,2,AK,Ag,M114,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:01:57,3/26/2023,2,AK,Ag,FUN,FUN,M001,FUN,MUN,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:07:49,3/26/2023,2,AK,Ag,FUN,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:38:11,3/26/2023,2,AK,Ag,M193,M206,,M043,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:40:17,3/26/2023,2,AK,Ag,M044,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:51:23,3/26/2023,2,AK,M,M132,,,FUN,,,R,NA,No Value,NA,NA,NA,2,5,0,5
10:54:02,3/26/2023,1,CC,M,M022,,,FUN,,,R,NA,No Value,NoIntro,NoPE,NoEjac,4,2,0,3
10:54:34,3/26/2023,1,CC,M,M022,,,FUN,,,R,NA,No Value,NoIntro,NoPE,NoEjac,3,2,0,3
10:55:13,3/26/2023,1,CC,M,M022,,,FUN,,,R,NA,No Value,NoIntro,PE,NoEjac,4,2,0,3
10:58:13,3/26/2023,1,CC,M,M075,,,FUN,,,R,NA,No Value,NoIntro,PE,NoEjac,4,5,0,6
11:01:07,3/26/2023,2,AK,Ag,M043,M068,,M166,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:11:55,3/26/2023,1,CC,Ag,M049,M140,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:19:03,3/26/2023,1,CC,Ag,M022,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:28:47,3/26/2023,1,CC,M,M076,,,FUN,,,R,NA,No Value,NA,NA,NA,6,9,1,16
11:35:24,3/26/2023,2,AK,Ag,M028,M148,,M146,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:50:23,3/26/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,NA,NA,NA,4,0,0,1
11:52:32,3/26/2023,2,AK,M,M001,,,FUN,,,R,NA,No Value,NA,NA,NA,4,0,0,0
11:56:44,3/26/2023,2,AK,M,M020,,,FUN,,,CoAg,NA,No Value,NA,NA,NA,4,3,NA,5
11:59:55,3/26/2023,2,AK,M,M020,,,FUN,,,CoAg,NA,No Value,NA,NA,NA,5,3,NA,5
