time,date,group,obs,action,actor1,actor2,actor3,recipient1,recipient2,recipient3,context,response,agg_supp,intromission,pe,ejaculation,thrust_number,prox_10m_af,prox_10m_ef,prox_10m_all,notes,IOR
12:50:21,3/21/2023,1,CC,M,M105,NA,NA,M026,NA,NA,Co-Ag,NA,No Value,NA,NA,NA,4,2,0,5,NA,NA
13:30:55,3/21/2023,1,CC,Ag,M059,M090,NA,M101,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:42:55,3/21/2023,2,AK,M,M228,NA,NA,M225,NA,NA,T,NA,No Value,NoIntro,NoPE,NoEjac,3,0,0,3,NA,NA
14:01:18,3/21/2023,1,CC,Ag,M013,NA,NA,M011,M026,M116,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:06:19,3/22/2023,1,CC,Ag,M030,M074,M013,M156,M049,NA,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:18:44,3/22/2023,1,CC,Ag,M066,NA,NA,M011,M147,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:31:52,3/22/2023,1,CC,Ag,M093,NA,NA,M022,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:34:01,3/22/2023,1,CC,M,M093,NA,NA,M022,NA,NA,R,NA,No Value,NA,NA,NA,NA,NA,NA,NA,NA,NA
8:34:39,3/22/2023,1,CC,Ag,M014,M161,M121,M116,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:36:26,3/22/2023,1,CC,Ag,M092,NA,NA,M116,M026,M099,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:41:01,3/22/2023,1,CC,Ag,M161,NA,NA,M076,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:55:32,3/22/2023,1,CC,Ag,M082,NA,NA,M154,M093,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:57:54,3/22/2023,1,CC,Ag,M022,NA,NA,M042,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:08:15,3/22/2023,1,CC,Ag,M027,NA,NA,M205,M074,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:16:47,3/22/2023,1,CC,Ag,M224,M049,NA,M202,M088,NA,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:45:58,3/22/2023,1,CC,Ag,M105,NA,NA,M145,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:48:31,3/22/2023,1,CC,Ag,M066,NA,NA,M105,M205,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:34:00,3/22/2023,1,CC,Ag,M034,M102,NA,M026,M143,NA,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:19:32,3/22/2023,1,CC,Ag,M097,NA,NA,M038,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:22:51,3/22/2023,1,CC,Ag,M095,NA,NA,M205,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:23:27,3/22/2023,1,CC,Ag,M076,NA,NA,M102,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:46:07,3/22/2023,1,CC,Ag,M224,M087 (F),NA,M097,M205,NA,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:37:37,3/22/2023,1,CC,M,M014,NA,NA,M209,NA,NA,R,NA,No Value,NoIntro,PE,NoEjac,8,4,0,5,NA,NA
12:38:18,3/22/2023,1,CC,M,M209,NA,NA,M014,NA,NA,R,NA,No Value,NoIntro,2PE,NoEjac,4,4,0,5,NA,NA
12:49:27,3/22/2023,1,CC,Ag,M066,NA,NA,M141,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:17:23,3/22/2023,1,CC,Ag,M011,M303,M303,M011,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:25:11,3/22/2023,2,AK,Ag,M053,M007,M303,M163,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:28:38,3/22/2023,2,AK,Ag,M068,NA,NA,M147,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:13:52,3/22/2023,2,AK,Ag,M175,NA,NA,M126,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:24:18,3/22/2023,2,AK,M,M041,NA,NA,M245,NA,NA,CoAg,NA,No Value,NA,NA,NA,4,1,0,6,NA,NA
9:26:20,3/22/2023,2,AK,Ag,M200,NA,NA,M245,M041,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:28:31,3/22/2023,2,AK,Ag,M053,M303,NA,M163,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:42:52,3/22/2023,2,AK,Ag,M001,NA,NA,M225,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:58:55,3/22/2023,2,AK,Ag,M180,NA,NA,M166,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:11:46,3/22/2023,2,AK,Ag,M020,NA,NA,M103,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:15:59,3/22/2023,2,AK,Ag,M227,NA,NA,M187,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:16:44,3/22/2023,2,AK,Ag,M138,NA,NA,M170,M206,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:20:09,3/22/2023,2,AK,Ag,M062,M053,NA,M200,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:39:12,3/22/2023,2,AK,Ag,M077,NA,NA,M155,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:44:40,3/22/2023,2,AK,Ag,M211,NA,NA,M077,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:16:31,3/22/2023,2,AK,Ag,M177,M058,NA,M036,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:00:46,3/23/2023,1,CC,Ag,M116,M173,NA,M059,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:07:24,3/23/2023,1,CC,Ag,M066,M013,NA,M083,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:17:31,3/23/2023,1,CC,Ag,M066,NA,NA,M143,M303,M303,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:25:04,3/23/2023,1,CC,M,M076,NA,NA,M059,NA,NA,R,NA,No Value,NA,2PE,NoEjac,6,2,0,4,NA,NA
8:38:51,3/23/2023,1,CC,M,M161,NA,NA,M093,NA,NA,R,NA,No Value,NoIntro,PE,NoEjac,4,6,1,9,NA,NA
8:44:30,3/23/2023,1,CC,Ag,M101,M013,NA,M011,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:50:09,3/23/2023,2,AK,M,M212,NA,NA,M228,NA,NA,NA,NA,No Value,NoIntro,NoPE,NoEjac,4,0,0,4,NA,NA
8:50:20,3/23/2023,1,CC,Ag,M066,NA,NA,M013,M185,M075,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:53:47,3/23/2023,1,CC,Ag,M027,NA,NA,M145,M156,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:58:29,3/23/2023,1,CC,Ag,M161,M030,M143,M133,M013,M146,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:58:48,3/23/2023,2,AK,Ag,M212,NA,NA,M114,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:03:14,3/23/2023,1,CC,Ag,M059,NA,NA,M202,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:07:19,3/23/2023,1,CC,Ag,M205,NA,NA,M030,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:21:24,3/23/2023,1,CC,Ag,M161,NA,NA,M026,M209,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:35:33,3/23/2023,2,AK,Ag,M020,NA,NA,M103,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:05:01,3/23/2023,2,AK,Ag,M180,NA,NA,M177,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:28:21,3/23/2023,1,CC,Ag,M101,NA,NA,M076,M194,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:02:52,3/23/2023,2,AK,Ag,M206,M210,NA,M146,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:45:53,3/23/2023,2,AK,M,M035,NA,NA,M267,NA,NA,Gr,NA,No Value,NoIntro,PE,NoEjac,3,4,0,6,NA,NA
12:19:42,3/23/2023,2,AK,Ag,M114,NA,NA,M183,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:40:03,3/23/2023,2,AK,Ag,M193,NA,NA,M219,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:03:30,3/24/2023,2,AK,Ag,M212,NA,NA,M025,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:25:28,3/24/2023,2,AK,Ag,M160,NA,NA,M146,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:45:56,3/24/2023,2,AK,Ag,M166,NA,NA,M225,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:47:49,3/24/2023,2,AK,Ag,M020,NA,NA,M044,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:50:17,3/24/2023,2,AK,Ag,M183,NA,NA,M247,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:57:04,3/24/2023,2,AK,Ag,M114,NA,NA,M077,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:13:55,3/24/2023,2,AK,Ag,M245,M303,NA,M138,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:50:04,3/24/2023,2,AK,Ag,M138,NA,NA,M160,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:56:45,3/24/2023,2,AK,Ag,M044,NA,NA,M246,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:07:58,3/24/2023,2,AK,Ag,M094,M063,NA,M245,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:13:23,3/24/2023,2,AK,Ag,M067,NA,NA,M210,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:14:30,3/24/2023,2,AK,Ag,M001,NA,NA,M211,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:46:33,3/24/2023,2,AK,Ag,M170,M210,M206,M007,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:18:51,3/24/2023,2,AK,Ag,M010,NA,NA,M225,M228,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:40:36,3/24/2023,2,AK,Ag,M053,NA,NA,M138,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:45:45,3/24/2023,2,AK,Ag,M134,NA,NA,M177,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:54:32,3/24/2023,2,AK,Ag,M053,M303,M303,M163,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,Ag FUN,NA
7:35:51,3/26/2023,1,CC,Ag,M145,NA,NA,M064,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
7:54:46,3/26/2023,2,AK,Ag,M132,NA,NA,M177,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
7:58:31,3/26/2023,1,CC,Ag,M066,NA,NA,M013,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:01:50,3/26/2023,1,CC,Ag,M037,NA,NA,M252,M169,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:03:00,3/26/2023,1,CC,Ag,M161,M037,M027,M026,M042,M076,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:04:48,3/26/2023,1,CC,M,M037,NA,NA,M252,NA,NA,Ag,NA,No Value,NoIntro,NoPE,NoEjac,3,6,0,8,NA,NA
8:05:47,3/26/2023,1,CC,Ag,M037,NA,NA,M252,M093,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:09:49,3/26/2023,1,CC,Ag,M027,NA,NA,M150,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:12:46,3/26/2023,2,AK,M,M077,NA,NA,M261,NA,NA,NA,NA,No Value,NA,NA,NA,NA,NA,NA,NA,NA,NA
8:16:46,3/26/2023,2,AK,M,M077,NA,NA,M261,NA,NA,R,NA,No Value,NoIntro,PE,NoEjac,4,0,0,0,NA,NA
8:16:51,3/26/2023,2,AK,Ag,M077,M308,NA,M155,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:19:08,3/26/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NA,NA,NA,2,1,0,2,NA,NA
8:20:51,3/26/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NoIntro,NoPE,NoEjac,1,0,0,1,NA,NA
8:22:30,3/26/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NA,NoPE,NA,6,0,0,1,NA,NA
8:25:44,3/26/2023,1,CC,Ag,M049,NA,NA,M027,M093,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:25:49,3/26/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NoIntro,RPE,NoEjac,1,0,0,2,NA,NA
8:26:16,3/26/2023,1,CC,Ag,M161,M027,NA,M049,M080,NA,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:26:21,3/26/2023,2,AK,M,M043,NA,NA,M166,NA,NA,Gr,NA,No Value,NoIntro,PE,NoEjac,8,0,0,3,NA,NA
8:26:59,3/26/2023,1,CC,Ag,M013,M147,NA,M034,NA,NA,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:44:01,3/26/2023,2,AK,Ag,M103,NA,NA,M183,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:53:36,3/26/2023,2,AK,Ag,M062,M007,NA,M155,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:04:56,3/26/2023,2,AK,Ag,M126,NA,NA,M001,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:17:57,3/26/2023,2,AK,Ag,M094,NA,NA,M212,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:39:19,3/26/2023,2,AK,Ag,M053,NA,NA,M044,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:41:42,3/26/2023,2,AK,Ag,M103,M211,NA,M210,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:38:11,3/26/2023,2,AK,Ag,M193,M206,NA,M043,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:44:43,3/26/2023,2,AK,Ag,M211,NA,NA,M193,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:46:49,3/26/2023,2,AK,Ag,M211,NA,NA,M138,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:48:15,3/26/2023,2,AK,Ag,M211,NA,NA,M183,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:49:25,3/26/2023,2,AK,Ag,M142,NA,NA,M077,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:01:07,3/26/2023,2,AK,Ag,M043,M068,NA,M166,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:06:49,3/26/2023,2,AK,Ag,M009,NA,NA,M031,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:25:41,3/26/2023,1,CC,Ag,M022,NA,NA,M188,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:35:24,3/26/2023,2,AK,Ag,M028,M148,NA,M146,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:44:52,3/26/2023,2,AK,Ag,M183,NA,NA,M247,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:57:44,3/26/2023,2,AK,Ag,M211,NA,NA,M036,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
7:47:38,3/27/2023,2,AK,Ag,M212,NA,NA,M055,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
7:51:42,3/27/2023,1,CC,Ag,M037,M161,M143,M027,M013,M026,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:03:45,3/27/2023,1,CC,Ag,M037,NA,NA,M013,M143,M076,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:04:55,3/27/2023,2,AK,M,M182,NA,NA,M264,NA,NA,Gr,NA,No Value,NA,PE,NA,5,8,NA,15,NA,NA
8:05:15,3/27/2023,2,AK,M,M182,NA,NA,M264,NA,NA,Gr,NA,No Value,NoIntro,PE,NoEjac,9,8,NA,12,NA,NA
8:06:22,3/27/2023,1,CC,Ag,M022,NA,NA,M176,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:06:59,3/27/2023,2,AK,M,M182,NA,NA,M264,NA,NA,R,NA,No Value,NA,PE,NA,10,3,NA,5,NA,NA
8:21:12,3/27/2023,1,CC,Ag,M037,NA,NA,M026,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:26:57,3/27/2023,2,AK,Ag,M041,M147,NA,M198,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:38:08,3/27/2023,1,CC,Ag,M066,M143,NA,M223,M029,NA,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:17:57,3/27/2023,2,AK,Ag,M043,NA,NA,M147,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:19:52,3/27/2023,2,AK,Ag,M148,NA,NA,M147,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:51:13,3/27/2023,2,AK,Ag,M212,NA,NA,M063,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:54:01,3/27/2023,1,CC,Ag,M026,M038,NA,M105,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:23:11,3/27/2023,2,AK,Ag,M058,NA,NA,M212,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:25:47,3/27/2023,1,CC,Ag,M146,NA,NA,M105,M080,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:39:43,3/27/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NA,NA,NA,2,0,0,0,NA,NA
12:51:04,3/27/2023,2,AK,Ag,M210,NA,NA,M031,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
12:58:19,3/27/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NA,NA,NA,1,0,0,1,NA,NA
13:04:22,3/27/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NA,NA,NA,1,0,0,1,NA,NA
13:04:31,3/27/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NA,NA,NA,1,0,0,1,NA,NA
8:49:24,3/28/2023,1,CC,Ag,M027,M161,NA,M146,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:17:19,3/28/2023,1,CC,Ag,M027,M066,NA,M034,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:47:11,3/28/2023,1,CC,Ag,M011,NA,NA,M143,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:03:18,3/28/2023,1,CC,Ag,M027,NA,NA,M242,M303,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:40:19,3/28/2023,1,CC,Ag,M162,NA,NA,M066,M303,M303,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:47:27,3/28/2023,1,CC,Ag,M162,NA,NA,M011,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:52:23,3/29/2023,1,CC,Ag,M027,M303,NA,M030,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:00:52,3/29/2023,2,AK,Ag,M062,NA,NA,M148,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:05:19,3/29/2023,2,AK,Ag,M212,M303,NA,M138,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:27:29,3/29/2023,2,AK,Ag,M211,NA,NA,M187,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:50:10,3/29/2023,2,AK,Ag,M147,NA,NA,M146,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
9:59:19,3/29/2023,1,CC,Ag,M030,NA,NA,M162,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:26:17,3/29/2023,1,CC,Ag,M202,NA,NA,M027,M090,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:29:26,3/29/2023,1,CC,Ag,M205,NA,NA,M252,M303,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
10:31:19,3/29/2023,1,CC,Ag,M105,M205,NA,M042,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:26:03,3/29/2023,1,CC,Ag,M013,NA,NA,M095,M303,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
11:40:23,3/29/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NoIntro,PE,NoEjac,1,0,0,0,NA,NA
11:41:11,3/29/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NoIntro,PE,NoEjac,3,0,0,0,NA,NA
11:44:57,3/29/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NA,NA,NA,3,0,0,1,NA,NA
11:49:10,3/29/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,Intro,PE,NoEjac,4,1,0,1,NA,NA
11:53:15,3/29/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NA,NA,NA,3,0,0,1,NA,NA
11:54:46,3/29/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NoIntro,NoPE,NoEjac,1,0,0,0,NA,NA
11:56:33,3/29/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NoIntro,RPE,NoEjac,2,0,0,0,NA,NA
12:15:24,3/29/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NA,NA,NA,2,0,0,0,NA,NA
12:17:24,3/29/2023,2,AK,M,M166,NA,NA,M043,NA,NA,T,NA,No Value,NA,NA,NA,2,0,0,0,NA,NA
12:20:51,3/29/2023,2,AK,M,M166,NA,NA,M043,NA,NA,Gr,NA,No Value,NA,PE,NoEjac,2,0,0,0,NA,NA
12:23:16,3/29/2023,2,AK,M,M166,NA,NA,M043,NA,NA,NA,NA,No Value,NA,NA,NA,1,0,0,0,NA,NA
12:36:35,3/29/2023,2,AK,Ag,M001,NA,NA,M058,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
13:29:31,3/29/2023,1,CC,Ag,M014,NA,NA,M140,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
7:43:43,3/30/2023,1,CC,Ag,M105,NA,NA,M140,M252,M088,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
7:53:54,3/30/2023,1,CC,Ag,M092,NA,NA,M143,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:05:01,3/30/2023,2,AK,Ag,M212,NA,NA,M025,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:06:09,3/30/2023,2,AK,Ag,M193,NA,NA,M206,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:12:51,3/30/2023,2,AK,Ag,M094,M044,NA,M138,NA,NA,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:23:02,3/30/2023,1,CC,Ag,M145,NA,NA,M112,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:30:29,3/30/2023,2,AK,Ag,M103,NA,NA,M035,M303,NA,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:35:35,3/30/2023,2,AK,Ag,M067,NA,NA,M036,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
8:36:42,3/30/2023,2,AK,Ag,M211,NA,NA,M067,NA,NA,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value,NA,NA
